cell	pair	position	label	ns_per_op	bytes_per_op	allocs_per_op	visits	checksum	logical_nodes	edge_reads	attribute_reads	gc_cycles	valid
expression-mixed-16384	3	1	control-first	133241.455078125	0	0	12289	404896856	16384	12288	53252	0	True
expression-mixed-16384	3	2	control-second	132934.6923828125	0	0	12289	404896856	16384	12288	53252	0	True
expression-mixed-16384	4	1	control-first	133263.95703125	0	0	12289	404896856	16384	12288	53252	0	True
expression-mixed-16384	4	2	control-second	133191.4873046875	0	0	12289	404896856	16384	12288	53252	0	True
expression-mixed-16384	5	1	control-first	133396.5654296875	0	0	12289	404896856	16384	12288	53252	0	True
expression-mixed-16384	5	2	control-second	133073.8125	0	0	12289	404896856	16384	12288	53252	0	True
expression-mixed-16384	6	1	control-first	133844.5234375	0	0	12289	404896856	16384	12288	53252	0	True
expression-mixed-16384	6	2	control-second	133501.7900390625	0	0	12289	404896856	16384	12288	53252	0	True
expression-mixed-16384	7	1	control-first	133693.2373046875	0	0	12289	404896856	16384	12288	53252	0	True
expression-mixed-16384	7	2	control-second	133201.5380859375	0	0	12289	404896856	16384	12288	53252	0	True
expression-mixed-16384	8	1	control-first	133892.78125	0	0	12289	404896856	16384	12288	53252	0	True
expression-mixed-16384	8	2	control-second	132559.0419921875	0	0	12289	404896856	16384	12288	53252	0	True
expression-mixed-16384	9	1	control-first	133111.53125	0	0	12289	404896856	16384	12288	53252	0	True
expression-mixed-16384	9	2	control-second	133075.48046875	0	0	12289	404896856	16384	12288	53252	0	True
expression-mixed-16384	10	1	control-first	133224.853515625	0	0	12289	404896856	16384	12288	53252	0	True
expression-mixed-16384	10	2	control-second	133258.5849609375	0	0	12289	404896856	16384	12288	53252	0	True
expression-mixed-16384	11	1	control-first	133684.3671875	0	0	12289	404896856	16384	12288	53252	0	True
expression-mixed-16384	11	2	control-second	133882.486328125	0	0	12289	404896856	16384	12288	53252	0	True
expression-mixed-16384	12	1	control-first	132892.822265625	0	0	12289	404896856	16384	12288	53252	0	True
expression-mixed-16384	12	2	control-second	133454.4267578125	0	0	12289	404896856	16384	12288	53252	0	True
full-deep-4096	1	1	before	146537.19067382812	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	1	2	after	141201.7109375	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	2	1	after	139397.7255859375	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	2	2	before	148444.61059570312	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	3	1	before	146240.28515625	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	3	2	after	140813.30346679688	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	4	1	after	140787.52661132812	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	4	2	before	146695.068359375	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	5	1	before	141288.75732421875	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	5	2	after	139158.3251953125	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	6	1	after	139944.47827148438	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	6	2	before	143409.6884765625	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	7	1	before	141567.54541015625	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	7	2	after	139511.0576171875	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	8	1	after	141165.06958007812	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	8	2	before	144598.52099609375	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	9	1	before	144562.58154296875	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	9	2	after	140778.08618164062	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	10	1	after	140863.87133789062	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	10	2	before	147518.09692382812	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	11	1	before	147245.6767578125	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	11	2	after	141183.9599609375	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	12	1	after	141041.4326171875	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	12	2	before	146405.22241210938	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	1	1	control-first	141077.94189453125	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	1	2	control-second	140365.00024414062	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	2	1	control-first	139321.92993164062	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	2	2	control-second	143149.37353515625	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	3	1	control-first	141887.65478515625	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	3	2	control-second	139454.39672851562	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	4	1	control-first	139383.30078125	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	4	2	control-second	139366.70947265625	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	5	1	control-first	140841.73583984375	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	5	2	control-second	140866.29248046875	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	6	1	control-first	139404.52075195312	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	6	2	control-second	140900.42114257812	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	7	1	control-first	146641.85571289062	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	7	2	control-second	139076.62963867188	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	8	1	control-first	140794.52514648438	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	8	2	control-second	160277.80151367188	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	9	1	control-first	152954.4677734375	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	9	2	control-second	140857.52368164062	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	10	1	control-first	141342.2138671875	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	10	2	control-second	141325.23608398438	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	11	1	control-first	143343.73974609375	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	11	2	control-second	138826.466796875	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	12	1	control-first	138567.52514648438	0	0	4096	34481388	4096	4095	16385	0	True
full-deep-4096	12	2	control-second	138206.70581054688	0	0	4096	34481388	4096	4095	16385	0	True
